Drug,Demand_Forecast,Optimal_Stock_Level,Restocking_Strategy,shortage_units,risk_level
Insulin,7184,5517,Weekly,1667,MEDIUM
Insulin,8280,6613,Monthly,1667,MEDIUM
Atorvastatin,7822,6155,Weekly,1667,MEDIUM
Atorvastatin,3317,1651,Quarterly,1666,HIGH
Metformin,6773,5107,Monthly,1666,MEDIUM
Lisinopril,5460,3794,Quarterly,1666,MEDIUM
Insulin,3432,1766,Weekly,1666,MEDIUM
Insulin,3833,2167,Monthly,1666,MEDIUM
Metformin,6288,4622,Quarterly,1666,MEDIUM
Lisinopril,9352,7686,Monthly,1666,MEDIUM
Insulin,3819,2153,Weekly,1666,MEDIUM
Lisinopril,8980,7314,Weekly,1666,MEDIUM
Atorvastatin,5091,3425,Monthly,1666,MEDIUM
Insulin,9218,7552,Weekly,1666,MEDIUM
Lisinopril,9512,7846,Monthly,1666,MEDIUM
Atorvastatin,6319,4654,Quarterly,1665,MEDIUM
Insulin,3915,2250,Quarterly,1665,MEDIUM
Atorvastatin,6344,4679,Monthly,1665,MEDIUM
Insulin,5359,3694,Weekly,1665,MEDIUM
Insulin,5293,3628,Monthly,1665,MEDIUM
Metformin,5842,4177,Weekly,1665,MEDIUM
Atorvastatin,8445,6780,Quarterly,1665,MEDIUM
Metformin,3699,2034,Quarterly,1665,MEDIUM
Metformin,7352,5687,Monthly,1665,MEDIUM
Lisinopril,9172,7507,Monthly,1665,MEDIUM
Lisinopril,8229,6564,Monthly,1665,MEDIUM
Insulin,7118,5454,Weekly,1664,MEDIUM
Atorvastatin,4943,3279,Weekly,1664,MEDIUM
Atorvastatin,5183,3519,Weekly,1664,MEDIUM
Insulin,9547,7883,Quarterly,1664,MEDIUM
Atorvastatin,8635,6972,Quarterly,1663,MEDIUM
Metformin,7179,5516,Quarterly,1663,MEDIUM
Lisinopril,8745,7082,Monthly,1663,MEDIUM
Atorvastatin,8676,7013,Quarterly,1663,MEDIUM
Metformin,9466,7803,Weekly,1663,MEDIUM
Metformin,3344,1681,Weekly,1663,MEDIUM
Atorvastatin,8989,7326,Weekly,1663,MEDIUM
Atorvastatin,7872,6209,Quarterly,1663,MEDIUM
Insulin,6247,4584,Weekly,1663,MEDIUM
Atorvastatin,3983,2321,Quarterly,1662,MEDIUM
Lisinopril,3729,2067,Weekly,1662,MEDIUM
Atorvastatin,4032,2370,Weekly,1662,MEDIUM
Atorvastatin,6563,4901,Weekly,1662,MEDIUM
Atorvastatin,6267,4605,Weekly,1662,MEDIUM
Metformin,9916,8255,Monthly,1661,MEDIUM
Insulin,6204,4543,Quarterly,1661,MEDIUM
Metformin,3843,2182,Weekly,1661,MEDIUM
Insulin,4122,2461,Monthly,1661,MEDIUM
Atorvastatin,5079,3418,Monthly,1661,MEDIUM
Atorvastatin,8737,7076,Monthly,1661,MEDIUM
Insulin,9874,8213,Quarterly,1661,MEDIUM
Metformin,6959,5298,Weekly,1661,MEDIUM
Metformin,6280,4620,Weekly,1660,MEDIUM
Lisinopril,8792,7132,Quarterly,1660,MEDIUM
Lisinopril,8425,6765,Weekly,1660,MEDIUM
Atorvastatin,9521,7861,Weekly,1660,MEDIUM
Insulin,9722,8062,Monthly,1660,MEDIUM
Atorvastatin,5944,4284,Quarterly,1660,MEDIUM
Lisinopril,9051,7391,Monthly,1660,MEDIUM
Insulin,3638,1978,Weekly,1660,MEDIUM
Lisinopril,3974,2314,Monthly,1660,MEDIUM
Insulin,5913,4253,Weekly,1660,MEDIUM
Atorvastatin,3249,1589,Monthly,1660,HIGH
Metformin,5266,3607,Weekly,1659,MEDIUM
Lisinopril,3648,1989,Monthly,1659,MEDIUM
Atorvastatin,4951,3292,Weekly,1659,MEDIUM
Lisinopril,5283,3624,Quarterly,1659,MEDIUM
Atorvastatin,6825,5166,Quarterly,1659,MEDIUM
Atorvastatin,5911,4252,Quarterly,1659,MEDIUM
Insulin,4397,2738,Weekly,1659,MEDIUM
Metformin,6048,4389,Weekly,1659,MEDIUM
Metformin,6317,4658,Monthly,1659,MEDIUM
Lisinopril,3622,1963,Monthly,1659,MEDIUM
Insulin,5916,4258,Weekly,1658,MEDIUM
Lisinopril,9244,7586,Monthly,1658,MEDIUM
Metformin,8363,6705,Quarterly,1658,MEDIUM
Atorvastatin,8268,6610,Weekly,1658,MEDIUM
Metformin,6192,4534,Quarterly,1658,MEDIUM
Metformin,7261,5603,Weekly,1658,MEDIUM
Insulin,4053,2395,Quarterly,1658,MEDIUM
Metformin,8199,6541,Quarterly,1658,MEDIUM
Atorvastatin,5704,4046,Weekly,1658,MEDIUM
Insulin,5590,3933,Weekly,1657,MEDIUM
Insulin,5312,3655,Quarterly,1657,MEDIUM
Atorvastatin,9110,7453,Monthly,1657,MEDIUM
Atorvastatin,6249,4592,Weekly,1657,MEDIUM
Atorvastatin,5513,3856,Weekly,1657,MEDIUM
Atorvastatin,5795,4138,Weekly,1657,MEDIUM
Metformin,5062,3405,Weekly,1657,MEDIUM
Metformin,8082,6425,Weekly,1657,MEDIUM
Metformin,9900,8243,Monthly,1657,MEDIUM
Lisinopril,6269,4613,Monthly,1656,MEDIUM
Insulin,8448,6792,Quarterly,1656,MEDIUM
Atorvastatin,8858,7202,Monthly,1656,MEDIUM
Atorvastatin,9256,7600,Monthly,1656,MEDIUM
Insulin,6979,5323,Weekly,1656,MEDIUM
Metformin,4283,2627,Quarterly,1656,MEDIUM
Insulin,8953,7297,Weekly,1656,MEDIUM
Atorvastatin,6137,4481,Quarterly,1656,MEDIUM
Lisinopril,3216,1560,Quarterly,1656,HIGH
Insulin,9156,7501,Monthly,1655,MEDIUM
Lisinopril,7329,5674,Weekly,1655,MEDIUM
Insulin,3861,2206,Quarterly,1655,MEDIUM
Atorvastatin,9019,7364,Quarterly,1655,MEDIUM
Lisinopril,6466,4811,Quarterly,1655,MEDIUM
Lisinopril,4541,2886,Quarterly,1655,MEDIUM
Lisinopril,8720,7065,Quarterly,1655,MEDIUM
Atorvastatin,3361,1706,Weekly,1655,MEDIUM
Metformin,6869,5214,Quarterly,1655,MEDIUM
Lisinopril,3432,1778,Quarterly,1654,MEDIUM
Atorvastatin,5902,4248,Monthly,1654,MEDIUM
Insulin,7559,5905,Monthly,1654,MEDIUM
Lisinopril,3930,2276,Monthly,1654,MEDIUM
Lisinopril,5296,3642,Quarterly,1654,MEDIUM
Metformin,9488,7834,Monthly,1654,MEDIUM
Atorvastatin,7557,5903,Weekly,1654,MEDIUM
Insulin,7229,5575,Weekly,1654,MEDIUM
Insulin,5354,3700,Weekly,1654,MEDIUM
Metformin,9012,7358,Quarterly,1654,MEDIUM
Metformin,6578,4924,Weekly,1654,MEDIUM
Atorvastatin,6128,4474,Monthly,1654,MEDIUM
Metformin,9735,8081,Monthly,1654,MEDIUM
Lisinopril,9893,8239,Quarterly,1654,MEDIUM
Atorvastatin,3812,2158,Monthly,1654,MEDIUM
Lisinopril,7316,5663,Monthly,1653,MEDIUM
Lisinopril,5013,3360,Quarterly,1653,MEDIUM
Lisinopril,4943,3290,Weekly,1653,MEDIUM
Atorvastatin,3749,2096,Quarterly,1653,MEDIUM
Lisinopril,8585,6932,Quarterly,1653,MEDIUM
Insulin,6672,5020,Quarterly,1652,MEDIUM
Lisinopril,4369,2717,Monthly,1652,MEDIUM
Lisinopril,7357,5705,Monthly,1652,MEDIUM
Insulin,9480,7828,Monthly,1652,MEDIUM
Metformin,4624,2973,Quarterly,1651,MEDIUM
Insulin,5131,3480,Weekly,1651,MEDIUM
Lisinopril,4067,2416,Weekly,1651,MEDIUM
Lisinopril,5063,3412,Weekly,1651,MEDIUM
Metformin,9655,8004,Quarterly,1651,MEDIUM
Insulin,8198,6547,Quarterly,1651,MEDIUM
Lisinopril,9354,7704,Quarterly,1650,MEDIUM
Atorvastatin,4061,2411,Quarterly,1650,MEDIUM
Lisinopril,7404,5754,Quarterly,1650,MEDIUM
Lisinopril,8118,6468,Monthly,1650,MEDIUM
Atorvastatin,6541,4891,Quarterly,1650,MEDIUM
Atorvastatin,8540,6891,Monthly,1649,MEDIUM
Insulin,5412,3763,Monthly,1649,MEDIUM
Metformin,6114,4465,Monthly,1649,MEDIUM
Insulin,6365,4716,Monthly,1649,MEDIUM
Insulin,4216,2567,Weekly,1649,MEDIUM
Lisinopril,7203,5554,Weekly,1649,MEDIUM
Atorvastatin,8919,7270,Weekly,1649,MEDIUM
Atorvastatin,7585,5936,Weekly,1649,MEDIUM
Atorvastatin,9804,8155,Weekly,1649,MEDIUM
Insulin,8904,7255,Quarterly,1649,MEDIUM
Metformin,3201,1552,Quarterly,1649,HIGH
Metformin,6461,4812,Quarterly,1649,MEDIUM
Insulin,9101,7452,Weekly,1649,MEDIUM
Metformin,4274,2625,Quarterly,1649,MEDIUM
Lisinopril,8928,7279,Monthly,1649,MEDIUM
Atorvastatin,4797,3148,Weekly,1649,MEDIUM
Insulin,7271,5622,Weekly,1649,MEDIUM
Metformin,3922,2274,Weekly,1648,MEDIUM
Atorvastatin,7601,5953,Weekly,1648,MEDIUM
Atorvastatin,7136,5488,Weekly,1648,MEDIUM
Atorvastatin,6667,5019,Quarterly,1648,MEDIUM
Atorvastatin,8044,6396,Quarterly,1648,MEDIUM
Atorvastatin,6181,4534,Quarterly,1647,MEDIUM
Insulin,7448,5801,Quarterly,1647,MEDIUM
Insulin,4229,2582,Quarterly,1647,MEDIUM
Lisinopril,9748,8101,Monthly,1647,MEDIUM
Insulin,4061,2414,Weekly,1647,MEDIUM
Insulin,5100,3454,Quarterly,1646,MEDIUM
Atorvastatin,5485,3839,Quarterly,1646,MEDIUM
Insulin,8145,6499,Quarterly,1646,MEDIUM
Insulin,6781,5135,Weekly,1646,MEDIUM
Metformin,3233,1587,Quarterly,1646,HIGH
Lisinopril,4108,2462,Monthly,1646,MEDIUM
Insulin,5260,3614,Quarterly,1646,MEDIUM
Metformin,5520,3874,Weekly,1646,MEDIUM
Atorvastatin,7793,6147,Weekly,1646,MEDIUM
Atorvastatin,4125,2479,Weekly,1646,MEDIUM
Lisinopril,3367,1721,Quarterly,1646,MEDIUM
Lisinopril,8817,7171,Weekly,1646,MEDIUM
Metformin,3173,1527,Weekly,1646,HIGH
Lisinopril,6694,5048,Quarterly,1646,MEDIUM
Lisinopril,5398,3752,Quarterly,1646,MEDIUM
Atorvastatin,8969,7323,Monthly,1646,MEDIUM
Atorvastatin,3868,2222,Weekly,1646,MEDIUM
Metformin,7060,5414,Weekly,1646,MEDIUM
Metformin,9026,7381,Weekly,1645,MEDIUM
Lisinopril,4608,2963,Quarterly,1645,MEDIUM
Lisinopril,4897,3252,Quarterly,1645,MEDIUM
Insulin,5793,4148,Weekly,1645,MEDIUM
Lisinopril,6439,4794,Quarterly,1645,MEDIUM
Lisinopril,9326,7681,Weekly,1645,MEDIUM
Lisinopril,8211,6566,Weekly,1645,MEDIUM
Metformin,4686,3041,Monthly,1645,MEDIUM
Insulin,4325,2681,Quarterly,1644,MEDIUM
Metformin,6515,4871,Quarterly,1644,MEDIUM
Insulin,4307,2663,Monthly,1644,MEDIUM
Lisinopril,7602,5958,Quarterly,1644,MEDIUM
Insulin,7539,5895,Monthly,1644,MEDIUM
Metformin,5342,3699,Weekly,1643,MEDIUM
Metformin,4252,2609,Monthly,1643,MEDIUM
Metformin,7027,5384,Quarterly,1643,MEDIUM
Insulin,4747,3104,Weekly,1643,MEDIUM
Metformin,4519,2876,Quarterly,1643,MEDIUM
Metformin,5418,3776,Weekly,1642,MEDIUM
Metformin,3392,1750,Weekly,1642,MEDIUM
Atorvastatin,8607,6965,Weekly,1642,MEDIUM
Insulin,7812,6170,Weekly,1642,MEDIUM
Metformin,5463,3821,Monthly,1642,MEDIUM
Metformin,6389,4747,Monthly,1642,MEDIUM
Metformin,5917,4276,Quarterly,1641,MEDIUM
Insulin,7821,6180,Quarterly,1641,MEDIUM
Metformin,9161,7520,Monthly,1641,MEDIUM
Lisinopril,4870,3229,Weekly,1641,MEDIUM
Lisinopril,3692,2051,Weekly,1641,MEDIUM
Insulin,5585,3945,Weekly,1640,MEDIUM
Insulin,8053,6413,Weekly,1640,MEDIUM
Insulin,9686,8046,Weekly,1640,MEDIUM
Metformin,4935,3295,Monthly,1640,MEDIUM
Atorvastatin,7698,6058,Monthly,1640,MEDIUM
Metformin,3680,2040,Quarterly,1640,MEDIUM
Atorvastatin,5307,3668,Monthly,1639,MEDIUM
Insulin,7363,5724,Weekly,1639,MEDIUM
Atorvastatin,8667,7028,Quarterly,1639,MEDIUM
Insulin,5602,3963,Quarterly,1639,MEDIUM
Lisinopril,7470,5831,Weekly,1639,MEDIUM
Insulin,9585,7946,Quarterly,1639,MEDIUM
Lisinopril,7536,5897,Monthly,1639,MEDIUM
Atorvastatin,9626,7987,Monthly,1639,MEDIUM
Atorvastatin,7565,5926,Quarterly,1639,MEDIUM
Metformin,6218,4579,Monthly,1639,MEDIUM
Lisinopril,7064,5425,Quarterly,1639,MEDIUM
Atorvastatin,3632,1993,Monthly,1639,MEDIUM
Insulin,6571,4932,Monthly,1639,MEDIUM
Lisinopril,4589,2951,Quarterly,1638,MEDIUM
Insulin,7394,5756,Weekly,1638,MEDIUM
Lisinopril,9512,7874,Weekly,1638,MEDIUM
Atorvastatin,8848,7210,Weekly,1638,MEDIUM
Atorvastatin,3959,2321,Monthly,1638,MEDIUM
Insulin,5966,4329,Weekly,1637,MEDIUM
Atorvastatin,5034,3397,Monthly,1637,MEDIUM
Atorvastatin,7404,5767,Quarterly,1637,MEDIUM
Atorvastatin,6389,4752,Monthly,1637,MEDIUM
Insulin,5744,4108,Weekly,1636,MEDIUM
Insulin,5086,3450,Monthly,1636,MEDIUM
Lisinopril,7575,5939,Weekly,1636,MEDIUM
Metformin,9188,7552,Monthly,1636,MEDIUM
Lisinopril,6511,4875,Quarterly,1636,MEDIUM
Insulin,7260,5624,Monthly,1636,MEDIUM
Insulin,4182,2546,Weekly,1636,MEDIUM
Atorvastatin,7525,5889,Quarterly,1636,MEDIUM
Lisinopril,7428,5793,Quarterly,1635,MEDIUM
Metformin,4791,3156,Quarterly,1635,MEDIUM
Insulin,6992,5357,Quarterly,1635,MEDIUM
Insulin,4777,3142,Quarterly,1635,MEDIUM
Lisinopril,4176,2541,Weekly,1635,MEDIUM
Metformin,9811,8176,Monthly,1635,MEDIUM
Lisinopril,9743,8108,Quarterly,1635,MEDIUM
Lisinopril,3970,2335,Weekly,1635,MEDIUM
Atorvastatin,9767,8132,Weekly,1635,MEDIUM
Atorvastatin,9323,7688,Quarterly,1635,MEDIUM
Lisinopril,6692,5058,Monthly,1634,MEDIUM
Atorvastatin,3753,2119,Weekly,1634,MEDIUM
Insulin,7658,6024,Quarterly,1634,MEDIUM
Lisinopril,6297,4663,Quarterly,1634,MEDIUM
Metformin,9420,7786,Quarterly,1634,MEDIUM
Lisinopril,8636,7002,Weekly,1634,MEDIUM
Atorvastatin,3974,2340,Quarterly,1634,MEDIUM
Insulin,5905,4271,Monthly,1634,MEDIUM
Atorvastatin,9991,8357,Monthly,1634,MEDIUM
Lisinopril,9335,7701,Quarterly,1634,MEDIUM
Insulin,8080,6447,Weekly,1633,MEDIUM
Lisinopril,3799,2166,Monthly,1633,MEDIUM
Metformin,5588,3955,Quarterly,1633,MEDIUM
Metformin,9217,7584,Monthly,1633,MEDIUM
Atorvastatin,5124,3491,Weekly,1633,MEDIUM
Insulin,3874,2241,Monthly,1633,MEDIUM
Metformin,4685,3053,Quarterly,1632,MEDIUM
Lisinopril,5924,4292,Monthly,1632,MEDIUM
Insulin,8151,6519,Weekly,1632,MEDIUM
Insulin,6486,4854,Monthly,1632,MEDIUM
Metformin,9145,7513,Monthly,1632,MEDIUM
Insulin,9253,7621,Monthly,1632,MEDIUM
Lisinopril,7209,5577,Monthly,1632,MEDIUM
Atorvastatin,8719,7087,Weekly,1632,MEDIUM
Atorvastatin,6024,4393,Quarterly,1631,MEDIUM
Atorvastatin,9465,7834,Quarterly,1631,MEDIUM
Lisinopril,5157,3526,Weekly,1631,MEDIUM
Lisinopril,7793,6162,Monthly,1631,MEDIUM
Atorvastatin,6479,4849,Weekly,1630,MEDIUM
Insulin,9000,7370,Monthly,1630,MEDIUM
Atorvastatin,7029,5399,Quarterly,1630,MEDIUM
Lisinopril,7086,5456,Monthly,1630,MEDIUM
Lisinopril,6978,5348,Quarterly,1630,MEDIUM
Metformin,5645,4015,Monthly,1630,MEDIUM
Metformin,9119,7489,Monthly,1630,MEDIUM
Atorvastatin,3203,1574,Quarterly,1629,HIGH
Atorvastatin,6587,4958,Quarterly,1629,MEDIUM
Metformin,9444,7815,Quarterly,1629,MEDIUM
Insulin,9538,7910,Monthly,1628,MEDIUM
Atorvastatin,6404,4776,Monthly,1628,MEDIUM
Insulin,5407,3779,Monthly,1628,MEDIUM
Lisinopril,7201,5573,Weekly,1628,MEDIUM
Lisinopril,6452,4824,Weekly,1628,MEDIUM
Metformin,6885,5257,Monthly,1628,MEDIUM
Atorvastatin,8123,6495,Quarterly,1628,MEDIUM
Lisinopril,7025,5397,Quarterly,1628,MEDIUM
Atorvastatin,6604,4976,Monthly,1628,MEDIUM
Atorvastatin,9714,8086,Monthly,1628,MEDIUM
Metformin,7866,6239,Quarterly,1627,MEDIUM
Metformin,4305,2678,Monthly,1627,MEDIUM
Metformin,9213,7586,Monthly,1627,MEDIUM
Metformin,3164,1537,Weekly,1627,HIGH
Metformin,4172,2545,Weekly,1627,MEDIUM
Metformin,7303,5676,Weekly,1627,MEDIUM
Atorvastatin,7783,6156,Weekly,1627,MEDIUM
Atorvastatin,8859,7233,Monthly,1626,MEDIUM
Lisinopril,6452,4826,Weekly,1626,MEDIUM
Lisinopril,8629,7003,Quarterly,1626,MEDIUM
Metformin,5382,3756,Monthly,1626,MEDIUM
Metformin,3548,1922,Quarterly,1626,MEDIUM
Atorvastatin,8356,6730,Monthly,1626,MEDIUM
Insulin,7095,5470,Weekly,1625,MEDIUM
Atorvastatin,3489,1864,Monthly,1625,MEDIUM
Lisinopril,8992,7367,Monthly,1625,MEDIUM
Lisinopril,8947,7322,Weekly,1625,MEDIUM
Metformin,7352,5728,Quarterly,1624,MEDIUM
Atorvastatin,7328,5704,Quarterly,1624,MEDIUM
Insulin,9796,8172,Quarterly,1624,MEDIUM
Atorvastatin,4524,2900,Weekly,1624,MEDIUM
Atorvastatin,7186,5562,Weekly,1624,MEDIUM
Insulin,6304,4680,Quarterly,1624,MEDIUM
Lisinopril,9740,8116,Weekly,1624,MEDIUM
Insulin,8389,6766,Monthly,1623,MEDIUM
Atorvastatin,6686,5063,Weekly,1623,MEDIUM
Lisinopril,5972,4349,Quarterly,1623,MEDIUM
Lisinopril,6296,4673,Quarterly,1623,MEDIUM
Lisinopril,6996,5373,Monthly,1623,MEDIUM
Lisinopril,6052,4429,Monthly,1623,MEDIUM
Metformin,4915,3292,Weekly,1623,MEDIUM
Atorvastatin,6810,5188,Monthly,1622,MEDIUM
Lisinopril,7418,5796,Monthly,1622,MEDIUM
Atorvastatin,7625,6003,Weekly,1622,MEDIUM
Insulin,9121,7499,Quarterly,1622,MEDIUM
Lisinopril,4512,2890,Monthly,1622,MEDIUM
Lisinopril,5501,3879,Quarterly,1622,MEDIUM
Atorvastatin,9671,8049,Weekly,1622,MEDIUM
Lisinopril,8467,6846,Quarterly,1621,MEDIUM
Atorvastatin,3881,2260,Weekly,1621,MEDIUM
Atorvastatin,3149,1528,Quarterly,1621,HIGH
Insulin,7870,6249,Monthly,1621,MEDIUM
Insulin,8015,6395,Monthly,1620,MEDIUM
Atorvastatin,5663,4043,Weekly,1620,MEDIUM
Lisinopril,7457,5837,Weekly,1620,MEDIUM
Metformin,3714,2094,Monthly,1620,MEDIUM
Insulin,5719,4099,Monthly,1620,MEDIUM
Metformin,3881,2261,Monthly,1620,MEDIUM
Insulin,6871,5251,Weekly,1620,MEDIUM
Insulin,3922,2302,Quarterly,1620,MEDIUM
Lisinopril,6242,4623,Monthly,1619,MEDIUM
Atorvastatin,7947,6328,Monthly,1619,MEDIUM
Atorvastatin,9294,7675,Weekly,1619,MEDIUM
Insulin,5559,3940,Quarterly,1619,MEDIUM
Insulin,4842,3223,Weekly,1619,MEDIUM
Metformin,3757,2138,Quarterly,1619,MEDIUM
Insulin,5426,3808,Weekly,1618,MEDIUM
Metformin,3295,1677,Weekly,1618,MEDIUM
Metformin,8441,6823,Monthly,1618,MEDIUM
Lisinopril,8731,7113,Monthly,1618,MEDIUM
Lisinopril,4812,3194,Quarterly,1618,MEDIUM
Lisinopril,9805,8187,Weekly,1618,MEDIUM
Lisinopril,5385,3767,Monthly,1618,MEDIUM
Insulin,5547,3929,Monthly,1618,MEDIUM
Metformin,7121,5503,Monthly,1618,MEDIUM
Metformin,8075,6458,Weekly,1617,MEDIUM
Insulin,7351,5734,Weekly,1617,MEDIUM
Lisinopril,8006,6389,Quarterly,1617,MEDIUM
Lisinopril,5374,3757,Quarterly,1617,MEDIUM
Metformin,5881,4264,Monthly,1617,MEDIUM
Metformin,9940,8323,Weekly,1617,MEDIUM
Insulin,8254,6638,Monthly,1616,MEDIUM
Lisinopril,9498,7882,Quarterly,1616,MEDIUM
Atorvastatin,6481,4865,Quarterly,1616,MEDIUM
Metformin,7718,6102,Monthly,1616,MEDIUM
Metformin,7677,6061,Monthly,1616,MEDIUM
Insulin,3572,1957,Monthly,1615,MEDIUM
Atorvastatin,5472,3857,Quarterly,1615,MEDIUM
Atorvastatin,4869,3254,Quarterly,1615,MEDIUM
Lisinopril,3507,1893,Quarterly,1614,MEDIUM
Metformin,9795,8181,Quarterly,1614,MEDIUM
Metformin,8151,6537,Quarterly,1614,MEDIUM
Metformin,8863,7249,Weekly,1614,MEDIUM
Metformin,4465,2851,Weekly,1614,MEDIUM
Insulin,7459,5845,Monthly,1614,MEDIUM
Insulin,3769,2155,Monthly,1614,MEDIUM
Metformin,9856,8243,Monthly,1613,MEDIUM
Insulin,3895,2282,Quarterly,1613,MEDIUM
Metformin,7805,6192,Monthly,1613,MEDIUM
Lisinopril,4662,3049,Weekly,1613,MEDIUM
Insulin,8562,6950,Quarterly,1612,MEDIUM
Insulin,8236,6624,Weekly,1612,MEDIUM
Lisinopril,3720,2108,Monthly,1612,MEDIUM
Insulin,3586,1975,Quarterly,1611,MEDIUM
Atorvastatin,7253,5642,Quarterly,1611,MEDIUM
Metformin,7502,5891,Quarterly,1611,MEDIUM
Lisinopril,3842,2231,Weekly,1611,MEDIUM
Metformin,5813,4202,Quarterly,1611,MEDIUM
Insulin,9831,8221,Quarterly,1610,MEDIUM
Metformin,5473,3863,Quarterly,1610,MEDIUM
Insulin,4879,3269,Monthly,1610,MEDIUM
Metformin,6844,5234,Quarterly,1610,MEDIUM
Lisinopril,3570,1960,Quarterly,1610,MEDIUM
Atorvastatin,5503,3893,Weekly,1610,MEDIUM
Metformin,5804,4194,Monthly,1610,MEDIUM
Insulin,4208,2598,Quarterly,1610,MEDIUM
Lisinopril,3970,2360,Monthly,1610,MEDIUM
Metformin,6146,4536,Monthly,1610,MEDIUM
Metformin,4774,3165,Monthly,1609,MEDIUM
Atorvastatin,6755,5146,Monthly,1609,MEDIUM
Insulin,6811,5202,Weekly,1609,MEDIUM
Metformin,5360,3751,Quarterly,1609,MEDIUM
Lisinopril,4165,2556,Quarterly,1609,MEDIUM
Lisinopril,4876,3267,Quarterly,1609,MEDIUM
Lisinopril,5506,3897,Weekly,1609,MEDIUM
Atorvastatin,7508,5899,Quarterly,1609,MEDIUM
Insulin,5955,4346,Weekly,1609,MEDIUM
Insulin,4453,2844,Monthly,1609,MEDIUM
Metformin,8353,6744,Weekly,1609,MEDIUM
Atorvastatin,8763,7154,Monthly,1609,MEDIUM
Lisinopril,9248,7639,Monthly,1609,MEDIUM
Atorvastatin,5478,3869,Weekly,1609,MEDIUM
Atorvastatin,7245,5636,Weekly,1609,MEDIUM
Insulin,5438,3830,Weekly,1608,MEDIUM
Lisinopril,3943,2335,Weekly,1608,MEDIUM
Metformin,8466,6858,Weekly,1608,MEDIUM
Metformin,5717,4109,Monthly,1608,MEDIUM
Lisinopril,6376,4768,Weekly,1608,MEDIUM
Atorvastatin,7748,6140,Weekly,1608,MEDIUM
Lisinopril,8558,6950,Quarterly,1608,MEDIUM
Metformin,4220,2613,Weekly,1607,MEDIUM
Atorvastatin,8445,6838,Weekly,1607,MEDIUM
Atorvastatin,3821,2214,Weekly,1607,MEDIUM
Metformin,6853,5246,Weekly,1607,MEDIUM
Lisinopril,6326,4719,Weekly,1607,MEDIUM
Lisinopril,5693,4086,Monthly,1607,MEDIUM
Lisinopril,4231,2625,Monthly,1606,MEDIUM
Metformin,8096,6490,Monthly,1606,MEDIUM
Insulin,4833,3227,Monthly,1606,MEDIUM
Atorvastatin,4972,3366,Monthly,1606,MEDIUM
Insulin,5870,4264,Monthly,1606,MEDIUM
Lisinopril,7410,5804,Quarterly,1606,MEDIUM
Atorvastatin,4688,3083,Monthly,1605,MEDIUM
Lisinopril,6643,5038,Quarterly,1605,MEDIUM
Atorvastatin,3290,1685,Monthly,1605,MEDIUM
Atorvastatin,5964,4360,Weekly,1604,MEDIUM
Atorvastatin,5182,3578,Quarterly,1604,MEDIUM
Lisinopril,3601,1997,Weekly,1604,MEDIUM
Metformin,4038,2434,Weekly,1604,MEDIUM
Metformin,7032,5428,Monthly,1604,MEDIUM
Atorvastatin,5875,4272,Monthly,1603,MEDIUM
Insulin,3138,1535,Weekly,1603,HIGH
Metformin,6209,4606,Quarterly,1603,MEDIUM
Lisinopril,7350,5747,Monthly,1603,MEDIUM
Insulin,9731,8128,Quarterly,1603,MEDIUM
Lisinopril,6223,4620,Monthly,1603,MEDIUM
Metformin,6449,4846,Quarterly,1603,MEDIUM
Lisinopril,4624,3021,Monthly,1603,MEDIUM
Metformin,6724,5121,Quarterly,1603,MEDIUM
Insulin,5327,3724,Monthly,1603,MEDIUM
Metformin,8245,6642,Monthly,1603,MEDIUM
Insulin,9096,7494,Quarterly,1602,MEDIUM
Lisinopril,5136,3534,Weekly,1602,MEDIUM
Insulin,9711,8109,Monthly,1602,MEDIUM
Atorvastatin,8888,7286,Weekly,1602,MEDIUM
Lisinopril,9812,8210,Quarterly,1602,MEDIUM
Insulin,5987,4385,Quarterly,1602,MEDIUM
Insulin,6672,5070,Weekly,1602,MEDIUM
Atorvastatin,5497,3895,Weekly,1602,MEDIUM
Atorvastatin,4945,3344,Weekly,1601,MEDIUM
Insulin,3670,2069,Monthly,1601,MEDIUM
Insulin,8634,7033,Weekly,1601,MEDIUM
Metformin,4698,3097,Monthly,1601,MEDIUM
Insulin,5153,3552,Weekly,1601,MEDIUM
Atorvastatin,9310,7709,Quarterly,1601,MEDIUM
Insulin,9942,8341,Weekly,1601,MEDIUM
Lisinopril,4781,3180,Quarterly,1601,MEDIUM
Insulin,4690,3090,Monthly,1600,MEDIUM
Lisinopril,7695,6095,Quarterly,1600,MEDIUM
Metformin,7146,5546,Monthly,1600,MEDIUM
Atorvastatin,6739,5139,Weekly,1600,MEDIUM
Insulin,4851,3251,Weekly,1600,MEDIUM
Atorvastatin,6328,4728,Monthly,1600,MEDIUM
Lisinopril,6743,5143,Monthly,1600,MEDIUM
Metformin,6313,4713,Weekly,1600,MEDIUM
Atorvastatin,4854,3254,Quarterly,1600,MEDIUM
Metformin,5826,4226,Quarterly,1600,MEDIUM
Metformin,5333,3733,Monthly,1600,MEDIUM
Metformin,7648,6048,Weekly,1600,MEDIUM
Atorvastatin,9095,7496,Weekly,1599,MEDIUM
Insulin,5486,3887,Monthly,1599,MEDIUM
Lisinopril,5532,3933,Monthly,1599,MEDIUM
Atorvastatin,4213,2614,Weekly,1599,MEDIUM
